"period","zone","gender","cancer","count"
"2005-2009","S01001790","All","Breast Cancer",6
"1997-2001","S01001790","All","Breast Cancer",4
"1998-2002","S01001790","All","Breast Cancer",4
"2002-2006","S01001790","All","Breast Cancer",6
"2000-2004","S01001791","All","Breast Cancer",5
"1998-2002","S01001791","All","Breast Cancer",3
"2001-2005","S01001791","All","Breast Cancer",3
"2005-2009","S01001791","All","Breast Cancer",3
"2004-2008","S01001791","All","Breast Cancer",3
"2003-2007","S01001791","All","Breast Cancer",4
"2002-2006","S01001791","All","Breast Cancer",3
"1999-2003","S01001791","All","Breast Cancer",5
"1997-2001","S01001791","All","Breast Cancer",3
"2004-2008","S01001792","All","Breast Cancer",4
"2005-2009","S01001792","All","Breast Cancer",4
"1998-2002","S01001792","All","Breast Cancer",4
"1997-2001","S01001792","All","Breast Cancer",5
"2003-2007","S01001792","All","Breast Cancer",5
"2002-2006","S01001792","All","Breast Cancer",5
"2001-2005","S01001792","All","Breast Cancer",7
"1999-2003","S01001792","All","Breast Cancer",5
"2000-2004","S01001792","All","Breast Cancer",6
"1998-2002","S01001793","All","Breast Cancer",3
"2002-2006","S01001793","All","Breast Cancer",4
"1999-2003","S01001793","All","Breast Cancer",3
"2000-2004","S01001793","All","Breast Cancer",4
"1997-2001","S01001793","All","Breast Cancer",5
"2004-2008","S01001793","All","Breast Cancer",4
"2003-2007","S01001793","All","Breast Cancer",6
"2001-2005","S01001793","All","Breast Cancer",4
"2005-2009","S01001793","All","Breast Cancer",3
"2002-2006","S01001794","All","Breast Cancer",4
"1998-2002","S01001794","All","Breast Cancer",5
"2005-2009","S01001794","All","Breast Cancer",4
"2004-2008","S01001794","All","Breast Cancer",6
"2001-2005","S01001794","All","Breast Cancer",6
"1999-2003","S01001794","All","Breast Cancer",5
"2000-2004","S01001794","All","Breast Cancer",6
"1997-2001","S01001794","All","Breast Cancer",4
"2003-2007","S01001794","All","Breast Cancer",4
"1997-2001","S01001795","All","Breast Cancer",0
"1998-2002","S01001795","All","Breast Cancer",0
"1999-2003","S01001795","All","Breast Cancer",1
"2000-2004","S01001795","All","Breast Cancer",1
"2001-2005","S01001795","All","Breast Cancer",1
"2002-2006","S01001795","All","Breast Cancer",1
"2003-2007","S01001795","All","Breast Cancer",3
"2004-2008","S01001795","All","Breast Cancer",2
"2005-2009","S01001795","All","Breast Cancer",3
"2001-2005","S01001796","All","Breast Cancer",5
"2000-2004","S01001796","All","Breast Cancer",4
"2004-2008","S01001796","All","Breast Cancer",8
"1999-2003","S01001796","All","Breast Cancer",1
"1998-2002","S01001796","All","Breast Cancer",3
"2003-2007","S01001796","All","Breast Cancer",8
"1997-2001","S01001796","All","Breast Cancer",5
"2005-2009","S01001796","All","Breast Cancer",5
"2002-2006","S01001796","All","Breast Cancer",6
"2005-2009","S01001797","All","Breast Cancer",2
"2001-2005","S01001797","All","Breast Cancer",1
"2000-2004","S01001797","All","Breast Cancer",2
"2002-2006","S01001797","All","Breast Cancer",1
"1998-2002","S01001797","All","Breast Cancer",2
"1997-2001","S01001797","All","Breast Cancer",2
"2004-2008","S01001797","All","Breast Cancer",0
"1999-2003","S01001797","All","Breast Cancer",2
"2003-2007","S01001797","All","Breast Cancer",1
"2000-2004","S01001798","All","Breast Cancer",4
"1999-2003","S01001798","All","Breast Cancer",4
"2001-2005","S01001798","All","Breast Cancer",4
"2005-2009","S01001798","All","Breast Cancer",9
"2002-2006","S01001798","All","Breast Cancer",1
"2003-2007","S01001798","All","Breast Cancer",5
"1997-2001","S01001798","All","Breast Cancer",4
"1998-2002","S01001798","All","Breast Cancer",5
"2004-2008","S01001798","All","Breast Cancer",6
"1997-2001","S01001799","All","Breast Cancer",3
"1998-2002","S01001799","All","Breast Cancer",3
"2001-2005","S01001799","All","Breast Cancer",1
"2000-2004","S01001799","All","Breast Cancer",2
"2005-2009","S01001799","All","Breast Cancer",2
"2002-2006","S01001799","All","Breast Cancer",1
"1999-2003","S01001799","All","Breast Cancer",3
"2004-2008","S01001799","All","Breast Cancer",2
"2003-2007","S01001799","All","Breast Cancer",1
"1998-2002","S01001800","All","Breast Cancer",2
"2004-2008","S01001800","All","Breast Cancer",3
"2001-2005","S01001800","All","Breast Cancer",4
"2005-2009","S01001800","All","Breast Cancer",4
"2000-2004","S01001800","All","Breast Cancer",3
"2003-2007","S01001800","All","Breast Cancer",3
"1997-2001","S01001800","All","Breast Cancer",1
"2002-2006","S01001800","All","Breast Cancer",4
"1999-2003","S01001800","All","Breast Cancer",2
"2002-2006","S01001801","All","Breast Cancer",2
"2003-2007","S01001801","All","Breast Cancer",3
"1998-2002","S01001801","All","Breast Cancer",5
"2004-2008","S01001801","All","Breast Cancer",4
"1999-2003","S01001801","All","Breast Cancer",4
"1997-2001","S01001801","All","Breast Cancer",4
"2000-2004","S01001801","All","Breast Cancer",5
"2001-2005","S01001801","All","Breast Cancer",4
"2005-2009","S01001801","All","Breast Cancer",4
"1998-2002","S01001802","All","Breast Cancer",2
"2005-2009","S01001802","All","Breast Cancer",0
"2001-2005","S01001802","All","Breast Cancer",2
"2000-2004","S01001802","All","Breast Cancer",3
"2002-2006","S01001802","All","Breast Cancer",2
"1997-2001","S01001802","All","Breast Cancer",1
"2003-2007","S01001802","All","Breast Cancer",1
"2004-2008","S01001802","All","Breast Cancer",0
"1999-2003","S01001802","All","Breast Cancer",3
"1998-2002","S01001803","All","Breast Cancer",2
"2002-2006","S01001803","All","Breast Cancer",3
"2003-2007","S01001803","All","Breast Cancer",2
"2004-2008","S01001803","All","Breast Cancer",1
"1999-2003","S01001803","All","Breast Cancer",3
"1997-2001","S01001803","All","Breast Cancer",1
"2001-2005","S01001803","All","Breast Cancer",3
"2005-2009","S01001803","All","Breast Cancer",1
"2000-2004","S01001803","All","Breast Cancer",3
"1997-2001","S01001804","All","Breast Cancer",3
"2004-2008","S01001804","All","Breast Cancer",3
"2003-2007","S01001804","All","Breast Cancer",3
"2001-2005","S01001804","All","Breast Cancer",2
"2000-2004","S01001804","All","Breast Cancer",3
"1998-2002","S01001804","All","Breast Cancer",2
"2002-2006","S01001804","All","Breast Cancer",2
"2005-2009","S01001804","All","Breast Cancer",3
"1999-2003","S01001804","All","Breast Cancer",3
"2005-2009","S01001792","Male","Malignant Neoplasms",18
"1998-2002","S01001804","Male","Malignant Neoplasms",10
"1997-2001","S01001800","Male","Malignant Neoplasms",10
"2004-2008","S01001792","Male","Malignant Neoplasms",14
"2003-2007","S01001798","Male","Malignant Neoplasms",9
"2004-2008","S01001801","Male","Malignant Neoplasms",18
"2003-2007","S01001803","Male","Malignant Neoplasms",8
"2001-2005","S01001790","Male","Malignant Neoplasms",6
"1998-2002","S01001791","Male","Malignant Neoplasms",2
"2003-2007","S01001792","Male","Malignant Neoplasms",14
"1998-2002","S01001792","Male","Malignant Neoplasms",11
"1999-2003","S01001803","Male","Malignant Neoplasms",6
"2004-2008","S01001798","Male","Malignant Neoplasms",9
"2000-2004","S01001801","Male","Malignant Neoplasms",12
"1999-2003","S01001792","Male","Malignant Neoplasms",13
"2000-2004","S01001798","Male","Malignant Neoplasms",11
"2001-2005","S01001800","Male","Malignant Neoplasms",9
"2002-2006","S01001792","Male","Malignant Neoplasms",15
"2002-2006","S01001803","Male","Malignant Neoplasms",7
"1997-2001","S01001804","Male","Malignant Neoplasms",11
"1999-2003","S01001797","Male","Malignant Neoplasms",12
"2003-2007","S01001804","Male","Malignant Neoplasms",17
"2001-2005","S01001792","Male","Malignant Neoplasms",10
"2004-2008","S01001796","Male","Malignant Neoplasms",18
"2004-2008","S01001804","Male","Malignant Neoplasms",16
"1999-2003","S01001793","Male","Malignant Neoplasms",6
"2002-2006","S01001797","Male","Malignant Neoplasms",13
"2002-2006","S01001793","Male","Malignant Neoplasms",8
"2005-2009","S01001803","Male","Malignant Neoplasms",10
"2004-2008","S01001797","Male","Malignant Neoplasms",11
"2005-2009","S01001798","Male","Malignant Neoplasms",7
"1997-2001","S01001793","Male","Malignant Neoplasms",3
"1997-2001","S01001798","Male","Malignant Neoplasms",9
"2005-2009","S01001793","Male","Malignant Neoplasms",7
"1998-2002","S01001797","Male","Malignant Neoplasms",13
"2000-2004","S01001793","Male","Malignant Neoplasms",7
"1998-2002","S01001790","Male","Malignant Neoplasms",6
"2001-2005","S01001793","Male","Malignant Neoplasms",7
"1997-2001","S01001801","Male","Malignant Neoplasms",9
"2004-2008","S01001799","Male","Malignant Neoplasms",10
"2004-2008","S01001793","Male","Malignant Neoplasms",7
"2000-2004","S01001803","Male","Malignant Neoplasms",6
"1997-2001","S01001803","Male","Malignant Neoplasms",6
"1998-2002","S01001793","Male","Malignant Neoplasms",6
"1997-2001","S01001791","Male","Malignant Neoplasms",3
"2003-2007","S01001793","Male","Malignant Neoplasms",7
"2005-2009","S01001801","Male","Malignant Neoplasms",17
"2005-2009","S01001804","Male","Malignant Neoplasms",11
"2001-2005","S01001803","Male","Malignant Neoplasms",6
"2003-2007","S01001801","Male","Malignant Neoplasms",15
"2002-2006","S01001791","Male","Malignant Neoplasms",8
"2000-2004","S01001790","Male","Malignant Neoplasms",6
"2003-2007","S01001791","Male","Malignant Neoplasms",8
"2003-2007","S01001796","Male","Malignant Neoplasms",18
"2000-2004","S01001791","Male","Malignant Neoplasms",4
"2000-2004","S01001797","Male","Malignant Neoplasms",11
"2003-2007","S01001797","Male","Malignant Neoplasms",12
"1998-2002","S01001803","Male","Malignant Neoplasms",6
"2003-2007","S01001799","Male","Malignant Neoplasms",12
"2002-2006","S01001800","Male","Malignant Neoplasms",9
"2001-2005","S01001804","Male","Malignant Neoplasms",16
"2003-2007","S01001790","Male","Malignant Neoplasms",12
"2002-2006","S01001794","Male","Malignant Neoplasms",9
"2003-2007","S01001802","Male","Malignant Neoplasms",5
"2003-2007","S01001794","Male","Malignant Neoplasms",9
"2002-2006","S01001802","Male","Malignant Neoplasms",4
"2004-2008","S01001794","Male","Malignant Neoplasms",10
"1999-2003","S01001794","Male","Malignant Neoplasms",11
"2003-2007","S01001800","Male","Malignant Neoplasms",9
"1997-2001","S01001797","Male","Malignant Neoplasms",13
"2000-2004","S01001794","Male","Malignant Neoplasms",12
"1997-2001","S01001799","Male","Malignant Neoplasms",12
"2000-2004","S01001802","Male","Malignant Neoplasms",4
"2004-2008","S01001791","Male","Malignant Neoplasms",6
"2004-2008","S01001790","Male","Malignant Neoplasms",12
"1999-2003","S01001802","Male","Malignant Neoplasms",3
"2000-2004","S01001800","Male","Malignant Neoplasms",11
"2001-2005","S01001798","Male","Malignant Neoplasms",10
"2005-2009","S01001800","Male","Malignant Neoplasms",8
"2005-2009","S01001794","Male","Malignant Neoplasms",11
"2001-2005","S01001802","Male","Malignant Neoplasms",3
"2005-2009","S01001799","Male","Malignant Neoplasms",10
"2001-2005","S01001794","Male","Malignant Neoplasms",10
"2001-2005","S01001796","Male","Malignant Neoplasms",17
"1998-2002","S01001794","Male","Malignant Neoplasms",10
"1997-2001","S01001794","Male","Malignant Neoplasms",11
"2002-2006","S01001790","Male","Malignant Neoplasms",8
"1999-2003","S01001791","Male","Malignant Neoplasms",5
"2005-2009","S01001797","Male","Malignant Neoplasms",12
"1999-2003","S01001799","Male","Malignant Neoplasms",14
"2004-2008","S01001802","Male","Malignant Neoplasms",5
"1998-2002","S01001799","Male","Malignant Neoplasms",11
"2000-2004","S01001804","Male","Malignant Neoplasms",15
"2001-2005","S01001801","Male","Malignant Neoplasms",13
"1997-2001","S01001795","Male","Malignant Neoplasms",3
"2001-2005","S01001799","Male","Malignant Neoplasms",13
"2005-2009","S01001802","Male","Malignant Neoplasms",5
"2002-2006","S01001798","Male","Malignant Neoplasms",10
"1998-2002","S01001795","Male","Malignant Neoplasms",3
"2001-2005","S01001791","Male","Malignant Neoplasms",4
"2004-2008","S01001803","Male","Malignant Neoplasms",7
"1999-2003","S01001795","Male","Malignant Neoplasms",4
"2000-2004","S01001795","Male","Malignant Neoplasms",4
"1999-2003","S01001798","Male","Malignant Neoplasms",9
"1998-2002","S01001801","Male","Malignant Neoplasms",9
"2005-2009","S01001791","Male","Malignant Neoplasms",9
"2001-2005","S01001795","Male","Malignant Neoplasms",2
"2002-2006","S01001795","Male","Malignant Neoplasms",3
"1997-2001","S01001792","Male","Malignant Neoplasms",10
"2004-2008","S01001800","Male","Malignant Neoplasms",10
"1999-2003","S01001800","Male","Malignant Neoplasms",9
"1997-2001","S01001802","Male","Malignant Neoplasms",3
"2003-2007","S01001795","Male","Malignant Neoplasms",5
"2004-2008","S01001795","Male","Malignant Neoplasms",5
"1998-2002","S01001802","Male","Malignant Neoplasms",3
"2000-2004","S01001792","Male","Malignant Neoplasms",13
"2005-2009","S01001795","Male","Malignant Neoplasms",5
"2005-2009","S01001790","Male","Malignant Neoplasms",12
"1999-2003","S01001796","Male","Malignant Neoplasms",17
"1998-2002","S01001796","Male","Malignant Neoplasms",13
"1997-2001","S01001790","Male","Malignant Neoplasms",6
"1998-2002","S01001800","Male","Malignant Neoplasms",10
"1999-2003","S01001801","Male","Malignant Neoplasms",9
"2002-2006","S01001796","Male","Malignant Neoplasms",16
"1999-2003","S01001790","Male","Malignant Neoplasms",7
"1997-2001","S01001796","Male","Malignant Neoplasms",10
"2002-2006","S01001804","Male","Malignant Neoplasms",14
"2005-2009","S01001796","Male","Malignant Neoplasms",19
"2000-2004","S01001799","Male","Malignant Neoplasms",13
"1999-2003","S01001804","Male","Malignant Neoplasms",10
"1998-2002","S01001798","Male","Malignant Neoplasms",8
"2000-2004","S01001796","Male","Malignant Neoplasms",15
"2001-2005","S01001797","Male","Malignant Neoplasms",11
"2002-2006","S01001801","Male","Malignant Neoplasms",14
"2002-2006","S01001799","Male","Malignant Neoplasms",13
"2005-2009","S01001792","Female","Malignant Neoplasms",12
"1997-2001","S01001804","Female","Malignant Neoplasms",7
"2004-2008","S01001799","Female","Malignant Neoplasms",9
"2001-2005","S01001796","Female","Malignant Neoplasms",14
"2005-2009","S01001795","Female","Malignant Neoplasms",5
"1998-2002","S01001801","Female","Malignant Neoplasms",9
"2002-2006","S01001791","Female","Malignant Neoplasms",9
"2003-2007","S01001798","Female","Malignant Neoplasms",9
"2004-2008","S01001792","Female","Malignant Neoplasms",11
"2004-2008","S01001794","Female","Malignant Neoplasms",14
"2003-2007","S01001802","Female","Malignant Neoplasms",3
"2004-2008","S01001791","Female","Malignant Neoplasms",9
"2004-2008","S01001790","Female","Malignant Neoplasms",17
"1999-2003","S01001790","Female","Malignant Neoplasms",10
"1998-2002","S01001791","Female","Malignant Neoplasms",7
"2003-2007","S01001796","Female","Malignant Neoplasms",17
"2005-2009","S01001799","Female","Malignant Neoplasms",11
"2003-2007","S01001792","Female","Malignant Neoplasms",12
"2003-2007","S01001803","Female","Malignant Neoplasms",11
"2001-2005","S01001790","Female","Malignant Neoplasms",12
"2000-2004","S01001798","Female","Malignant Neoplasms",7
"1998-2002","S01001792","Female","Malignant Neoplasms",12
"2000-2004","S01001794","Female","Malignant Neoplasms",16
"2000-2004","S01001792","Female","Malignant Neoplasms",11
"2000-2004","S01001801","Female","Malignant Neoplasms",10
"2005-2009","S01001790","Female","Malignant Neoplasms",19
"2002-2006","S01001802","Female","Malignant Neoplasms",4
"1999-2003","S01001803","Female","Malignant Neoplasms",6
"2001-2005","S01001795","Female","Malignant Neoplasms",1
"1998-2002","S01001802","Female","Malignant Neoplasms",4
"1998-2002","S01001797","Female","Malignant Neoplasms",7
"2004-2008","S01001798","Female","Malignant Neoplasms",9
"1999-2003","S01001792","Female","Malignant Neoplasms",12
"2003-2007","S01001804","Female","Malignant Neoplasms",11
"2002-2006","S01001795","Female","Malignant Neoplasms",1
"2001-2005","S01001802","Female","Malignant Neoplasms",4
"1999-2003","S01001796","Female","Malignant Neoplasms",7
"2002-2006","S01001792","Female","Malignant Neoplasms",10
"2000-2004","S01001796","Female","Malignant Neoplasms",11
"2001-2005","S01001798","Female","Malignant Neoplasms",7
"2002-2006","S01001803","Female","Malignant Neoplasms",10
"1999-2003","S01001797","Female","Malignant Neoplasms",5
"2005-2009","S01001794","Female","Malignant Neoplasms",12
"1997-2001","S01001790","Female","Malignant Neoplasms",8
"2001-2005","S01001791","Female","Malignant Neoplasms",9
"2004-2008","S01001796","Female","Malignant Neoplasms",19
"2001-2005","S01001800","Female","Malignant Neoplasms",9
"2000-2004","S01001802","Female","Malignant Neoplasms",5
"2001-2005","S01001792","Female","Malignant Neoplasms",14
"2004-2008","S01001797","Female","Malignant Neoplasms",8
"2001-2005","S01001797","Female","Malignant Neoplasms",6
"2000-2004","S01001803","Female","Malignant Neoplasms",7
"2001-2005","S01001794","Female","Malignant Neoplasms",16
"2003-2007","S01001790","Female","Malignant Neoplasms",12
"2004-2008","S01001802","Female","Malignant Neoplasms",2
"2002-2006","S01001804","Female","Malignant Neoplasms",9
"1999-2003","S01001799","Female","Malignant Neoplasms",12
"2002-2006","S01001793","Female","Malignant Neoplasms",8
"2005-2009","S01001803","Female","Malignant Neoplasms",10
"1998-2002","S01001794","Female","Malignant Neoplasms",11
"2002-2006","S01001797","Female","Malignant Neoplasms",5
"2000-2004","S01001804","Female","Malignant Neoplasms",8
"2004-2008","S01001800","Female","Malignant Neoplasms",8
